,carat,cut,color,clarity,depth,table,price,volume
35127,0.78,Very Good,D,VS2,63.0,58.0,3534,124.73595999999999
35128,0.36,Ideal,E,SI1,61.6,56.0,631,59.02372799999999
35129,1.0,Good,F,VS2,63.2,59.0,6183,160.01999999999998
35130,1.21,Premium,D,VS1,62.6,56.0,10706,195.64535
35131,0.38,Ideal,D,VS1,62.0,57.0,882,64.14513000000001
35132,0.53,Premium,E,SI1,62.2,56.0,1654,87.00069599999999
35133,0.99,Very Good,F,SI1,62.5,58.0,5112,161.495664
35134,0.3,Ideal,G,IF,62.0,55.0,863,50.667494999999995
35135,0.4,Ideal,D,VS1,60.6,56.0,1072,67.04523600000002
35136,0.36,Ideal,E,VS2,61.1,56.0,789,60.06035999999999
35137,1.04,Ideal,H,SI2,62.1,56.0,4404,169.74360000000001
35138,0.33,Ideal,G,SI1,62.2,54.0,475,54.28644
35139,1.0,Very Good,H,SI2,63.7,58.0,4395,161.47605499999997
35140,0.39,Ideal,D,VS1,61.9,57.0,1095,64.281609
35141,0.34,Ideal,E,VS2,62.6,55.0,956,54.803529999999995
35142,0.32,Ideal,H,IF,61.6,56.0,796,53.018240000000006
35143,0.57,Ideal,F,VS2,61.7,57.0,1847,94.27704
35144,0.73,Ideal,D,VVS2,61.3,56.0,4372,119.964168
35145,1.09,Premium,G,SI2,61.3,60.0,3601,178.19096399999998
35146,0.93,Premium,D,SI2,62.0,56.0,4692,150.927678
35147,0.34,Ideal,G,VS2,61.5,55.0,596,55.51739999999999
35148,1.11,Premium,D,VVS1,62.0,54.0,13405,183.963936
35149,0.32,Very Good,J,VS1,60.6,59.0,421,53.028508
35150,0.54,Premium,I,VS1,61.5,58.0,1389,89.983872
35151,0.5,Very Good,E,VS2,62.8,60.0,1559,80.84007199999999
35152,0.33,Very Good,F,IF,58.7,55.0,897,56.42543999999999
35153,1.01,Premium,E,SI1,60.5,62.0,5226,164.6008
35154,0.31,Ideal,E,VVS2,61.6,56.0,837,51.36958499999999
35155,0.54,Premium,D,VS2,61.6,55.0,1913,89.64172800000001
35156,0.37,Premium,J,VS2,60.7,60.0,454,61.58646
35157,0.3,Ideal,E,VVS1,62.5,57.0,862,49.20748
35158,0.43,Premium,G,IF,61.1,58.0,1433,70.820892
35159,1.0,Ideal,F,SI1,62.4,55.0,4939,164.346
35160,0.7,Good,E,SI2,62.2,63.0,1860,110.74000000000001
35161,0.52,Very Good,E,SI1,62.7,57.0,1389,84.14693999999999
35162,0.7,Good,D,VS1,60.4,63.0,3193,112.48104000000001
35163,0.28,Ideal,I,VVS2,62.2,55.0,497,46.946552
35164,0.69,Good,F,SI1,58.4,61.7,1951,113.11170000000001
35165,1.11,Ideal,D,SI2,61.3,56.0,6241,185.495584
35166,0.31,Ideal,D,VS2,59.4,57.0,685,53.26650000000001
35167,1.0,Good,G,VS2,63.4,61.0,5600,155.571199
35168,0.32,Ideal,I,VS2,63.0,57.0,576,51.846554000000005
35169,0.3,Ideal,G,SI1,61.8,56.0,487,49.943417999999994
35170,1.6,Premium,J,SI1,62.2,58.0,7550,263.384264
35171,0.9,Ideal,H,SI1,61.6,56.0,4740,146.837362
35172,0.34,Premium,G,VS2,61.3,58.0,765,56.591930999999995
35173,0.33,Ideal,D,VS2,61.9,56.0,781,53.771952000000006
35174,0.33,Premium,D,SI2,62.1,58.0,492,53.408080000000005
35175,1.51,Very Good,G,SI1,59.6,60.0,10576,244.88597
35176,0.95,Premium,E,SI2,60.7,59.0,4142,153.86112
35177,1.51,Good,E,SI2,64.3,58.0,7314,239.15892000000002
35178,0.9,Ideal,E,VVS2,62.8,54.0,7286,146.839797
35179,1.01,Ideal,I,SI1,62.2,56.0,4316,161.84499
35180,0.53,Ideal,G,VS1,61.9,55.0,1695,88.7922
35181,2.03,Ideal,I,SI2,60.8,59.0,13398,330.25663999999995
35182,0.5,Ideal,D,SI1,60.8,56.0,1654,82.108416
35183,1.02,Premium,E,SI2,62.9,56.0,4478,164.397096
35184,1.05,Premium,F,SI2,61.7,60.0,4363,172.097926
35185,0.28,Good,E,VS2,63.7,60.0,625,47.386152
35186,0.51,Ideal,D,SI2,61.9,56.0,1264,83.26005
35187,0.41,Very Good,E,SI1,62.8,59.0,755,67.0947
35188,1.23,Premium,F,VS2,60.8,59.0,9122,201.60006
35189,1.17,Ideal,F,VVS2,61.9,54.0,10351,193.63344
35190,0.43,Ideal,G,VS1,61.3,57.0,1008,70.53063999999999
35191,2.02,Ideal,G,VS2,61.7,53.0,18077,326.573544
35192,2.01,Very Good,J,VS2,62.1,60.0,12683,310.7872
35193,0.56,Ideal,D,VS2,61.1,56.0,2066,91.80924999999999
35194,0.92,Premium,E,SI1,59.4,62.0,4183,146.63376
35195,0.34,Ideal,E,VS1,61.4,57.0,1033,55.1925
35196,0.5,Very Good,F,VVS2,60.4,61.0,1778,81.58208
35197,0.74,Ideal,F,VVS2,61.5,54.0,3101,123.20064
35198,0.26,Premium,H,VS1,62.3,59.0,382,42.28083999999999
35199,2.2,Premium,G,SI2,60.4,60.0,15897,358.436672
35200,1.01,Very Good,E,VVS2,63.1,57.0,8849,161.68680899999998
35201,1.53,Very Good,H,VS2,60.9,63.0,11557,245.75265
35202,1.01,Premium,G,VS2,61.1,60.0,5701,161.308784
35203,0.34,Ideal,E,VS1,61.2,57.0,805,54.86850000000001
35204,0.78,Premium,F,SI1,62.4,58.0,2777,122.74481999999999
35205,1.13,Ideal,E,SI1,61.7,57.0,6674,187.938975
35206,1.25,Ideal,I,SI1,61.0,56.0,6352,208.92853799999995
35207,0.9,Premium,F,SI1,60.4,59.0,4062,151.458168
35208,1.2,Very Good,F,VS1,61.6,61.0,9203,196.676886
35209,0.7,Very Good,F,SI1,62.4,56.0,2573,113.08249099999999
35210,1.0,Very Good,G,VS2,61.8,59.0,5600,156.66314300000002
35211,0.32,Ideal,J,IF,62.2,55.0,533,53.72400000000001
35212,0.32,Ideal,D,VVS1,61.7,55.0,1140,53.454492
35213,1.03,Premium,H,VS2,63.0,59.0,5364,166.242768
35214,0.3,Very Good,I,SI1,63.0,57.0,405,50.10681600000001
35215,0.9,Very Good,D,SI1,61.0,63.0,4304,139.47589
35216,0.6,Ideal,E,SI1,61.5,56.0,1738,99.491315
35217,0.33,Premium,E,VS2,61.0,60.0,928,53.54255399999999
35218,0.56,Premium,J,SI1,60.3,59.0,1050,90.84942
35219,0.36,Very Good,I,VS1,60.9,61.0,568,59.11864
35220,0.3,Ideal,E,SI1,61.9,57.0,675,49.597119
35221,1.0,Premium,G,VS2,58.6,61.0,6048,167.630922
35222,0.52,Ideal,G,VVS2,61.8,57.0,1911,85.098354
35223,0.3,Premium,H,SI1,59.3,59.0,540,49.460712
35224,0.41,Ideal,D,VS2,62.4,54.0,1007,67.29188400000001
35225,0.77,Very Good,F,VS1,62.8,58.0,3350,124.18160400000001
35226,1.24,Very Good,H,SI2,61.0,59.0,5231,206.1675
35227,1.1,Ideal,F,VS2,62.2,57.0,7658,179.302038
35228,1.02,Ideal,H,SI2,61.6,56.0,3927,168.47879999999998
35229,0.44,Ideal,D,VVS1,60.6,56.0,2290,74.348505
35230,0.35,Ideal,D,SI1,63.0,57.0,827,57.050535999999994
35231,2.11,Very Good,J,SI2,60.8,61.0,12771,345.923424
35232,1.5,Premium,H,VS1,62.1,59.0,11088,240.740961
35233,0.31,Very Good,F,VVS2,62.0,55.0,754,51.32484
35234,1.01,Very Good,G,VVS2,61.9,58.0,6257,164.542752
35235,0.56,Ideal,F,VS2,62.6,55.0,1814,91.64925
35236,0.3,Very Good,G,VS2,63.0,55.0,526,50.107628999999996
35237,0.97,Premium,F,SI2,59.9,59.0,3993,158.01984000000002
35238,1.0,Good,D,SI2,64.0,59.0,3634,157.390896
35239,0.7,Very Good,I,SI1,63.0,56.0,2147,112.72173
35240,0.41,Very Good,E,SI1,63.3,57.0,953,65.68635199999999
35241,0.26,Premium,G,VS1,61.3,60.0,491,42.08868400000001
35242,1.24,Premium,G,IF,60.5,60.0,10508,201.22265500000003
35243,0.93,Premium,E,SI1,62.8,56.0,4739,151.75492
35244,0.34,Ideal,E,SI1,61.4,54.0,596,56.46645
35245,0.3,Ideal,E,VS2,61.8,57.0,603,48.770599999999995
35246,0.9,Fair,D,SI1,66.1,55.0,3945,139.12828800000003
35247,0.4,Very Good,F,VVS2,63.0,57.0,963,63.97734
35248,0.36,Ideal,D,SI2,62.3,57.0,689,58.457612
35249,2.06,Premium,H,SI2,62.6,58.0,12931,326.197872
35250,1.16,Ideal,F,VS2,61.4,56.0,9432,193.564932
35251,0.53,Ideal,E,VVS1,61.7,57.0,2407,86.19424000000001
35252,0.74,Very Good,F,SI2,61.7,57.0,2319,121.38867
35253,0.9,Very Good,H,VVS2,63.7,57.0,4592,141.514548
35254,0.96,Premium,J,SI1,62.9,59.0,3187,154.39284
35255,1.54,Premium,G,SI2,62.4,57.0,8969,250.19583999999998
35256,0.51,Ideal,G,VS1,60.2,56.0,1852,85.55872000000001
35257,1.07,Ideal,G,SI1,61.7,54.0,5532,177.288793
35258,0.32,Good,D,SI1,63.7,55.0,756,52.967339999999986
35259,0.34,Good,H,SI1,63.3,56.0,490,55.96854
35260,0.4,Very Good,J,VS1,63.4,58.0,810,62.673872
35261,0.41,Premium,H,SI2,60.9,60.0,649,68.44437599999999
35262,1.52,Good,F,VS2,64.2,59.0,11696,237.65472000000003
35263,1.18,Premium,G,VVS2,58.2,62.0,9188,191.66877599999995
35264,1.01,Premium,F,VS2,59.9,61.0,6097,162.9212
35265,0.5,Good,I,VS2,60.4,64.0,1047,80.10956800000001
35266,0.32,Good,F,SI1,61.6,60.1,528,52.227120000000006
35267,1.01,Premium,H,SI1,62.6,61.0,4707,162.15519600000002
35268,1.16,Premium,F,VVS1,60.4,60.0,10809,192.92469
35269,0.72,Ideal,F,SI2,62.4,55.0,2232,117.95097599999998
35270,0.9,Premium,F,SI1,61.4,55.0,4435,144.28075199999998
35271,0.25,Fair,D,VS1,61.2,55.0,563,42.192848999999995
35272,1.25,Premium,J,SI2,61.3,58.0,4018,207.14197
35273,0.65,Very Good,D,SI1,62.4,58.0,1945,106.382544
35274,1.03,Premium,F,VVS2,61.3,57.0,8527,169.09500300000002
35275,0.5,Good,F,SI2,63.5,58.0,997,79.657092
35276,0.41,Ideal,E,VVS2,60.0,57.0,1243,67.65264999999998
35277,1.01,Good,J,SI2,59.5,62.0,3756,158.842356
35278,0.82,Very Good,F,VS2,58.7,58.0,3621,136.5302
35279,1.06,Ideal,I,VS2,60.3,57.0,5516,176.530626
35280,1.01,Very Good,F,SI2,62.5,58.0,4690,163.8396
35281,1.04,Premium,G,VS2,60.1,59.0,6709,170.76008
35282,0.31,Premium,F,VVS1,61.8,59.0,959,50.47914
35283,1.5,Premium,F,VS2,61.1,58.0,14199,242.23011200000005
35284,0.8,Premium,I,SI1,60.9,60.0,2507,130.16458
35285,1.66,Very Good,F,VS2,61.4,58.0,16294,275.41248
35286,0.5,Premium,G,VS1,62.2,59.0,1624,80.80884
35287,0.91,Very Good,F,SI1,59.7,55.0,4279,152.580852
35288,0.7,Good,I,SI1,63.6,55.0,1995,111.640176
35289,0.53,Ideal,E,VS2,61.5,56.0,1676,86.69248
35290,1.02,Ideal,H,SI1,61.8,57.0,4558,165.31646400000002
35291,0.31,Premium,I,VS2,59.9,60.0,558,51.88806
35292,1.05,Very Good,G,IF,58.9,61.0,9013,173.61209599999998
35293,0.34,Good,D,VVS1,57.4,62.0,957,59.168433
35294,1.24,Very Good,J,VS1,62.4,59.4,5783,200.35224299999996
35295,0.54,Ideal,E,SI1,61.5,57.0,1637,88.2441
35296,0.7,Very Good,F,SI1,62.6,56.0,2196,115.255712
35297,0.72,Premium,I,VS2,60.9,60.0,2333,117.59616000000001
35298,1.02,Ideal,H,SI1,59.8,58.0,5505,169.637664
35299,0.37,Premium,G,VS2,59.3,60.0,649,61.148045999999994
35300,0.77,Ideal,E,VVS1,61.6,55.0,5251,127.13246000000002
35301,1.5,Premium,F,SI1,60.0,60.0,8400,248.092152
35302,1.54,Premium,D,VS2,59.3,59.0,16736,257.633506
35303,0.32,Ideal,G,SI1,61.4,57.0,612,52.152660000000004
35304,0.3,Ideal,G,VVS1,62.0,54.0,764,51.208200000000005
35305,1.04,Ideal,G,SI2,62.0,57.0,4200,175.40886
35306,0.3,Premium,E,VS2,59.2,59.0,658,50.10642000000001
35307,0.3,Ideal,H,IF,61.8,57.0,764,50.361488
35308,1.11,Ideal,J,SI2,62.5,57.0,4073,181.43135999999998
35309,1.5,Ideal,F,VS1,62.3,56.0,15851,244.33391999999998
35310,0.3,Good,I,SI1,63.5,57.0,394,48.768480000000004
35311,0.34,Ideal,H,VS2,61.7,57.0,537,55.147008
35312,0.5,Ideal,G,VS2,62.0,56.0,1449,82.02980800000002
35313,0.43,Very Good,E,SI1,63.4,57.0,948,71.238024
35314,0.52,Ideal,D,VS2,61.8,57.0,1822,85.86240000000001
35315,0.58,Ideal,F,VS1,62.2,55.0,1899,95.490414
35316,0.31,Ideal,D,VS1,62.0,57.0,863,50.667494999999995
35317,0.31,Ideal,E,VVS2,60.4,61.0,710,51.61144800000001
35318,0.91,Ideal,J,VS1,60.7,57.0,3267,147.809242
35319,1.51,Very Good,E,VVS2,60.2,61.0,17689,241.16304000000002
35320,0.66,Premium,F,SI1,60.6,58.0,1802,109.87902100000001
35321,0.58,Ideal,G,VS2,62.3,53.7,1632,96.13521999999999
35322,0.72,Ideal,I,VS2,62.1,58.0,2347,117.213096
35323,0.73,Premium,F,SI2,61.4,58.0,2197,120.71598
35324,0.5,Very Good,D,SI2,60.8,55.0,1306,83.01511199999999
35325,0.72,Ideal,H,VVS1,59.9,59.0,2979,116.32550400000001
35326,0.72,Ideal,F,SI1,62.0,55.0,2737,119.39443200000001
35327,1.54,Very Good,E,SI2,59.0,62.0,7877,256.49038799999994
35328,1.74,Premium,I,SI1,58.7,60.0,11020,286.14432
35329,0.56,Ideal,H,SI1,61.8,55.0,1214,93.28926599999998
35330,0.27,Very Good,F,VVS1,62.0,55.0,591,44.821504000000004
35331,0.91,Very Good,E,SI2,60.5,59.0,3986,151.21280399999998
35332,0.56,Ideal,G,VS2,61.9,55.0,1580,92.13388800000001
35333,0.4,Very Good,H,VS1,61.8,53.0,770,67.12076
35334,0.9,Good,E,SI1,63.8,56.0,3800,143.66088
35335,1.03,Premium,H,SI2,62.0,60.0,3749,165.89079999999998
35336,0.41,Premium,E,SI1,60.5,61.0,969,66.5376
35337,0.3,Ideal,G,VVS1,62.0,55.0,789,50.130472
35338,0.58,Premium,H,SI2,59.0,61.0,1066,94.82019
35339,0.9,Very Good,E,SI2,61.6,59.0,3924,148.170444
35340,1.25,Ideal,G,IF,60.2,54.0,11511,207.36953400000002
35341,0.31,Good,G,VVS2,63.3,57.0,707,50.175296
35342,1.06,Very Good,E,IF,62.4,55.0,12642,173.0157
35343,0.34,Premium,D,SI1,61.2,58.0,626,54.992622000000004
35344,0.31,Ideal,G,VS2,62.4,54.0,698,52.253292
35345,1.04,Premium,F,SI2,62.8,60.0,4013,163.992158
35346,0.7,Good,E,SI1,63.5,59.0,2812,106.25895000000001
35347,0.7,Ideal,D,SI1,61.6,57.0,3471,114.96531200000001
35348,0.3,Very Good,G,VVS2,63.5,56.0,878,51.014964000000006
35349,0.37,Ideal,G,VVS2,61.9,54.0,917,62.271648
35350,0.3,Ideal,G,VS2,62.2,57.0,675,49.136544
35351,0.31,Ideal,E,VS1,61.4,57.0,734,50.405328000000004
35352,0.5,Very Good,E,SI2,60.8,61.0,1046,79.898748
35353,0.51,Very Good,G,SI1,62.7,59.0,1243,83.22912000000001
35354,1.06,Premium,G,VS2,62.5,58.0,5543,171.26866399999997
35355,0.7,Very Good,E,VS2,60.5,59.0,2757,114.12691200000002
35356,1.5,Very Good,G,VS2,60.5,57.0,12014,245.98649600000002
35357,0.57,Ideal,I,VVS1,61.7,56.0,1728,93.46396499999999
35358,1.04,Very Good,H,SI2,60.2,60.0,4332,168.77541599999998
35359,0.82,Very Good,G,VS2,62.1,56.0,3528,131.42844000000002
35360,1.0,Good,D,SI2,64.3,53.0,3965,161.90711599999997
35361,1.27,Premium,I,SI2,62.0,60.0,4836,202.40910200000002
35362,1.0,Very Good,D,VS2,63.6,56.0,7717,160.82009999999997
35363,0.73,Ideal,I,VVS2,63.3,57.0,2485,120.346044
35364,2.26,Very Good,H,SI2,63.3,59.0,13923,362.09774999999996
35365,1.11,Ideal,H,SI2,61.4,57.0,4709,180.426168
35366,2.0,Good,G,SI1,59.1,61.0,17930,320.940664
35367,0.71,Ideal,I,VS1,62.0,58.0,2266,116.7595
35368,1.01,Good,F,SI1,63.9,59.0,5309,160.203784
35369,1.0,Very Good,E,VS2,62.6,60.0,6518,162.1536
35370,1.03,Premium,H,SI2,62.1,59.0,4038,166.1496
35371,0.7,Ideal,F,SI1,59.9,57.0,2264,115.587528
35372,0.4,Ideal,H,VS1,61.8,56.0,807,66.61216800000001
35373,0.4,Ideal,G,VVS1,61.7,55.0,1374,65.96836400000001
35374,1.25,Ideal,D,SI2,61.9,54.4,6779,204.65676000000002
35375,0.43,Premium,F,SI1,62.5,56.0,1016,70.59854
35376,0.41,Ideal,E,SI1,62.5,57.0,969,67.65970800000001
35377,0.81,Premium,I,SI2,61.5,60.0,1786,127.56744000000003
35378,1.0,Very Good,H,SI2,62.5,58.0,4042,157.51494000000002
35379,0.24,Very Good,E,VVS1,61.7,58.0,485,38.612
35380,1.71,Very Good,F,VS2,58.5,61.0,17052,281.144216
35381,0.38,Good,D,VS2,63.4,55.0,871,63.785195
35382,0.71,Ideal,E,VS1,62.3,56.0,3346,116.271736
35383,0.66,Good,G,VS2,58.1,59.9,2101,107.54057599999999
35384,1.01,Good,D,VS1,56.8,61.0,5050,154.28400000000002
35385,0.3,Premium,E,IF,60.1,60.0,1097,48.11184
35386,1.11,Ideal,E,SI1,61.1,57.0,6800,182.05286399999997
35387,0.85,Fair,H,I1,66.9,54.0,1250,135.47690000000003
35388,1.54,Ideal,J,VS2,61.9,57.0,8275,254.95499999999996
35389,1.62,Ideal,J,SI1,62.4,53.2,8075,262.54659599999997
35390,0.91,Premium,E,SI1,62.6,58.0,4138,145.85263
35391,0.32,Ideal,E,IF,62.0,55.0,944,52.419024000000014
35392,1.01,Very Good,E,SI1,59.5,57.0,5534,170.234624
35393,0.36,Ideal,I,VVS2,61.5,57.0,655,58.34919999999999
35394,0.51,Very Good,E,VS2,63.3,56.0,1781,84.011008
35395,1.02,Premium,I,SI1,58.0,58.0,4284,176.0616
35396,1.51,Premium,E,SI1,62.8,59.0,11565,242.20086
35397,0.33,Premium,H,VS1,61.0,59.0,743,54.66825000000001
35398,0.3,Ideal,G,SI1,61.8,56.0,477,51.018002
35399,0.91,Premium,I,VS1,61.9,57.0,3669,148.70856000000003
35400,0.4,Very Good,E,VS2,62.0,60.0,879,63.51667
35401,1.06,Very Good,G,I1,60.7,63.0,2080,172.489296
35402,0.74,Premium,G,VS1,62.9,60.0,2800,117.045488
35403,0.42,Ideal,G,IF,61.5,56.0,1289,69.95251999999999
35404,0.42,Premium,F,VVS2,60.3,59.0,1142,68.543496
35405,1.23,Premium,J,VS2,62.7,58.0,4856,196.40176199999996
35406,1.51,Premium,G,VS1,62.2,58.0,14674,243.79582499999998
35407,0.35,Very Good,H,SI1,63.3,54.0,647,58.430657999999994
35408,1.12,Premium,I,VS1,59.6,58.0,4987,186.99417
35409,1.16,Ideal,E,SI1,61.9,57.0,6896,189.431424
35410,0.57,Ideal,E,SI1,62.1,56.0,1728,93.22169999999998
35411,0.59,Very Good,E,VS1,61.2,58.0,2200,97.7076
35412,1.5,Very Good,E,SI1,60.4,59.0,12000,241.708425
35413,1.06,Ideal,G,SI2,61.0,56.0,3321,174.57734399999998
35414,0.44,Good,D,SI1,58.8,62.0,777,72.8105
35415,0.82,Premium,E,SI1,62.5,56.0,3295,133.965304
35416,1.61,Very Good,E,SI1,62.3,57.0,13047,257.529744
35417,1.22,Ideal,J,VS2,62.1,58.0,5297,197.79091200000002
35418,1.6,Premium,H,SI2,59.4,59.0,8333,258.21
35419,1.2,Very Good,H,SI2,62.1,59.0,5280,193.239
35420,0.33,Ideal,H,VS2,60.7,57.0,668,54.5904
35421,1.06,Ideal,H,SI2,60.9,56.0,4563,175.37410799999998
35422,0.73,Ideal,D,VVS2,62.2,56.0,4252,118.77258600000002
35423,1.01,Premium,G,VS1,61.7,59.0,5898,158.310768
35424,0.85,Fair,G,VS1,57.7,67.0,2998,139.110346
35425,0.34,Ideal,D,VVS2,60.1,57.0,918,56.973368
35426,0.31,Premium,F,VVS1,62.4,60.0,959,49.437424
35427,2.0,Premium,H,SI1,59.8,60.0,14126,309.12191999999993
35428,0.77,Ideal,I,VS1,61.5,59.0,2798,125.58395400000002
35429,0.31,Ideal,D,VS1,62.0,54.0,877,51.208200000000005
35430,0.3,Premium,E,SI1,60.0,60.0,526,50.03361600000001
35431,0.3,Ideal,G,VVS1,62.2,57.0,764,49.783680000000004
35432,3.11,Fair,J,I1,65.9,57.0,9823,493.54734
35433,2.06,Very Good,F,SI2,61.5,56.0,16603,334.66834
35434,0.53,Very Good,G,SI2,60.0,56.0,1079,89.32492800000001
35435,0.91,Premium,H,SI1,62.2,60.0,3669,147.51352
35436,0.88,Very Good,I,SI1,62.5,56.0,2699,143.668662
35437,0.52,Ideal,E,IF,61.1,57.0,3033,85.386169
35438,0.95,Fair,F,SI2,56.0,60.0,2815,159.08124800000002
35439,1.0,Good,F,SI2,60.6,62.0,3672,159.16536000000002
35440,0.32,Very Good,G,VVS2,60.9,61.0,730,51.884532
35441,0.71,Ideal,D,VS2,61.4,56.0,3234,117.650484
35442,0.71,Very Good,D,SI1,63.2,56.0,2652,117.699357
35443,1.0,Ideal,E,SI2,62.2,52.0,4808,166.56497399999998
35444,0.78,Good,D,SI2,57.5,63.0,2430,129.80275
35445,2.01,Very Good,H,VS2,60.7,56.0,18561,325.44704799999994
35446,0.52,Very Good,F,SI2,62.3,60.0,1057,83.45996999999998
35447,1.0,Premium,D,SI2,60.9,59.0,5286,162.321712
35448,2.0,Very Good,I,SI1,62.9,59.2,15081,324.3918
35449,0.24,Very Good,E,VVS1,60.3,61.0,521,39.922791999999994
35450,1.21,Good,E,VS1,61.7,58.0,8902,190.27459800000003
35451,0.31,Very Good,E,VVS2,61.1,55.0,766,52.078131
35452,1.73,Very Good,G,VVS2,62.6,55.0,18211,287.102928
35453,0.31,Very Good,G,VS1,63.2,56.0,802,50.40921600000001
35454,1.18,Good,D,SI2,60.7,63.0,5168,189.94724399999998
35455,0.32,Premium,E,IF,61.6,58.0,1095,51.91614
35456,0.3,Ideal,H,VS2,61.4,55.0,491,50.522808
35457,0.37,Very Good,D,VS1,61.1,58.0,820,62.63972
35458,0.36,Ideal,H,SI1,62.3,57.0,648,59.052687999999996
35459,0.23,Good,E,VS2,61.8,63.0,357,36.223679999999995
35460,1.0,Very Good,F,VVS1,63.0,56.0,8008,161.0336
35461,0.51,Ideal,G,VS2,61.0,56.0,1585,84.95344
35462,0.3,Ideal,F,VVS1,62.0,58.0,814,48.42980999999999
35463,0.96,Fair,I,VS2,56.1,60.0,3215,161.17052
35464,0.73,Premium,I,VS1,61.2,59.0,2393,121.34001599999999
35465,1.0,Premium,D,SI1,61.5,60.0,5488,158.156372
35466,0.54,Ideal,G,VS1,61.4,57.0,1567,87.02720000000001
35467,1.06,Premium,E,VS2,61.3,58.0,7408,171.51251199999996
35468,0.34,Premium,D,SI2,59.2,59.0,650,56.14164
35469,0.72,Very Good,H,SI2,63.5,58.0,1942,115.5312
35470,0.36,Ideal,H,SI1,61.5,57.0,505,59.282039999999995
35471,0.73,Good,F,VVS2,58.2,63.0,3166,122.064302
35472,0.35,Good,E,SI2,63.9,55.0,630,57.859200000000016
35473,0.34,Premium,F,VS2,60.7,60.0,686,54.5904
35474,1.01,Good,E,VVS2,63.3,58.0,8752,162.09001799999996
35475,0.7,Ideal,F,SI1,60.3,58.0,2671,116.79494399999999
35476,0.38,Ideal,E,VS1,62.1,57.0,1097,61.87104
35477,0.26,Ideal,F,VS1,62.3,56.0,452,42.65639999999999
35478,0.7,Very Good,E,SI1,63.3,58.0,1926,111.324805
35479,1.01,Premium,G,SI2,60.4,59.0,4327,169.20378
35480,0.7,Very Good,E,SI1,61.5,56.0,2239,118.1866
35481,0.94,Fair,H,SI2,66.0,50.1,3353,153.55772599999997
35482,1.08,Ideal,E,VVS1,61.0,56.0,12098,178.56125999999998
35483,0.34,Premium,E,VS2,61.1,60.0,956,54.42528000000001
35484,0.72,Very Good,F,VVS2,63.4,56.0,3338,117.082408
35485,1.79,Premium,H,VS1,62.6,56.0,14904,295.149272
35486,0.41,Ideal,E,VVS2,61.4,56.0,1243,67.454478
35487,0.52,Ideal,G,VVS2,62.3,55.0,2012,84.54144000000001
35488,0.56,Ideal,H,VS2,61.7,54.0,1427,92.831544
35489,0.3,Ideal,D,VS2,62.2,55.0,911,49.78287600000001
35490,1.53,Premium,G,VS2,59.4,59.0,13077,253.45123499999997
35491,0.91,Very Good,E,SI2,62.4,58.0,3936,143.308828
35492,0.51,Ideal,F,SI1,61.3,56.0,1406,84.89386800000001
35493,0.33,Premium,I,VVS2,61.5,58.0,743,53.817855
35494,1.03,Ideal,G,VVS1,62.4,57.0,8454,165.786633
35495,0.42,Ideal,F,VS1,61.9,57.0,1031,68.428503
35496,0.32,Ideal,I,SI1,60.7,57.0,432,53.34497999999999
35497,1.02,Premium,G,SI2,61.7,58.0,3027,164.392142
35498,1.01,Very Good,D,VS2,62.7,57.0,7652,162.5616
35499,0.92,Very Good,D,SI1,60.7,58.0,4253,153.85075199999997
35500,0.38,Ideal,F,VS1,62.1,55.0,1131,62.354062000000006
35501,1.27,Ideal,H,VS2,60.3,56.0,7219,211.2318
35502,1.2,Ideal,F,IF,61.6,57.0,14430,195.06312
35503,0.36,Very Good,H,SI1,63.0,55.0,505,58.354890000000005
35504,1.32,Ideal,J,VS2,62.3,57.0,6288,211.932
35505,2.08,Ideal,G,SI2,61.8,56.0,18124,340.904772
35506,0.5,Good,G,VVS1,60.0,62.0,1966,81.95174399999999
35507,1.55,Fair,H,SI2,64.6,58.0,9045,245.647584
35508,0.31,Good,F,VS2,63.4,56.0,625,50.594544000000006
35509,0.26,Ideal,H,VVS2,62.5,54.0,508,43.899732
35510,1.01,Ideal,F,SI1,62.3,55.0,4276,159.01830999999999
35511,0.36,Very Good,H,VVS1,62.0,55.0,753,59.702479999999994
35512,0.4,Very Good,I,SI1,63.2,55.0,765,65.606112
35513,0.53,Ideal,F,VVS2,62.7,56.0,2030,103.974
35514,0.5,Ideal,G,VS2,62.2,54.1,1601,82.288128
35515,0.53,Good,I,SI1,61.3,62.0,1033,83.973208
35516,0.3,Ideal,E,VS2,61.3,57.0,621,49.454299999999996
35517,0.9,Premium,F,VS1,62.7,58.0,5000,146.231468
35518,1.59,Ideal,D,SI1,61.3,56.0,13298,263.90999999999997
35519,0.53,Very Good,H,VS1,63.4,56.0,1607,86.29480799999999
35520,1.01,Ideal,E,VS1,61.6,57.0,7565,163.72422
35521,0.33,Premium,I,VVS2,62.2,59.0,579,54.40705199999999
35522,0.3,Ideal,H,VVS2,61.2,57.0,776,49.154688
35523,0.71,Ideal,I,VVS2,62.4,54.0,2308,117.7462
35524,0.35,Premium,E,SI2,61.5,59.0,491,57.505247999999995
35525,0.9,Very Good,D,SI1,62.5,63.0,4068,143.68398200000001
35526,0.34,Ideal,G,VS2,61.9,55.0,765,56.747763
35527,0.44,Premium,F,VVS2,61.6,58.0,1196,71.14949999999999
35528,1.58,Premium,J,SI1,59.8,58.0,7654,261.538958
